DATE,DEXMXUS,DEXUSEU,DEXCHUS,DEXJPUS,DEXCAUS,DEXUSUK,DEXUSAL,DEXSZUS,DEXUSNZ
2015-10-06,16.682,1.1266,6.3559,120.18,1.3056,1.5227,0.7143,0.9678,0.6536
2015-10-07,16.5735,1.1249,6.3559,119.9,1.3038,1.5315,0.7213,0.9716,0.6623
2015-10-08,16.5015,1.1282,6.3529,119.94,1.3017,1.5316,0.7225,0.9674,0.6642
2015-10-09,16.4125,1.1363,6.345,120.3,1.2945,1.5315,0.7328,0.9615,0.67
2015-10-13,16.568,1.1382,6.3417,119.8,1.2984,1.5242,0.7283,0.9594,0.6689
2015-10-14,16.5715,1.1437,6.3462,119.21,1.2983,1.5445,0.7256,0.9517,0.6767
2015-10-15,16.428,1.1418,6.3459,118.26,1.2901,1.5475,0.7316,0.9489,0.6854
2015-10-16,16.382,1.136,6.3523,119.6,1.2932,1.5441,0.7261,0.9536,0.6799
2015-10-19,16.5225,1.132,6.3591,119.5,1.2999,1.5471,0.7254,0.956,0.6804
2015-10-20,16.5715,1.1359,6.348,119.79,1.2974,1.547,0.7256,0.954,0.6755
2015-10-21,16.665,1.1345,6.3487,119.91,1.3117,1.5463,0.7226,0.957,0.6734
2015-10-22,16.5135,1.114,6.3577,120.5,1.3087,1.5399,0.722,0.971,0.6791
2015-10-23,16.538,1.1016,6.3488,121.2,1.3171,1.534,0.7215,0.9769,0.6751
2015-10-26,16.49,1.1051,6.3517,120.87,1.3134,1.5361,0.7262,0.9815,0.6794
2015-10-27,16.5525,1.1052,6.3517,120.29,1.3242,1.5312,0.7233,0.9848,0.6802
2015-10-28,16.444,1.1066,6.3581,120.56,1.3149,1.5319,0.7143,0.9848,0.6721
2015-10-29,16.6155,1.0963,6.3552,121.14,1.3169,1.5296,0.7081,0.9915,0.668
2015-10-30,16.53,1.1042,6.318,120.7,1.3082,1.5445,0.7133,0.9858,0.6766
2015-11-02,16.471,1.1026,6.318,120.7,1.3093,1.5428,0.7141,0.9853,0.6745
2015-11-03,16.373,1.0946,6.318,121.2,1.3107,1.5404,0.7173,0.9922,0.6676
2015-11-04,16.5245,1.0861,6.3357,121.52,1.3164,1.5377,0.7148,0.9933,0.6587
2015-11-05,16.5815,1.0869,6.318,121.71,1.3162,1.5236,0.7148,0.9964,0.6627
2015-11-06,16.843,1.0746,6.318,123.2,1.3307,1.5071,0.7034,1.0048,0.6509
2015-11-09,16.854,1.0767,6.3619,123.04,1.3274,1.5124,0.7046,1.0017,0.6537
2015-11-10,16.7625,1.0686,6.3603,123.22,1.3258,1.511,0.703,1.0076,0.6534
2015-11-12,16.732,1.0768,6.369,122.84,1.3309,1.5206,0.7116,1.0014,0.6529
2015-11-13,16.6965,1.0722,6.3735,122.93,1.3332,1.5208,0.7118,1.0088,0.6528
2015-11-16,16.8145,1.0708,6.37,123.11,1.3352,1.5204,0.7085,1.0079,0.6488
2015-11-17,16.77,1.0634,6.3771,123.48,1.3324,1.5214,0.7115,1.0169,0.6459
2015-11-18,16.7655,1.0638,6.3834,123.51,1.3351,1.521,0.7078,1.0198,0.644
2015-11-19,16.57,1.0746,6.3825,122.71,1.3266,1.5327,0.7208,1.014,0.658
2015-11-20,16.508,1.066,6.3835,122.8,1.3337,1.5199,0.7233,1.0183,0.6558
2015-11-23,16.524,1.0602,6.389,123.02,1.3358,1.5125,0.7188,1.0205,0.6511
2015-11-24,16.457,1.0652,6.3883,122.47,1.3308,1.5057,0.7241,1.0161,0.654
2015-11-25,16.545,1.0616,6.3877,122.7,1.3298,1.5109,0.7246,1.022,0.6573
2015-11-27,16.5885,1.0596,6.3945,122.84,1.336,1.504,0.7192,1.0305,0.6536
2015-11-30,16.6005,1.0562,6.3883,123.22,1.3332,1.5044,0.7235,1.0282,0.6574
2015-12-01,16.5305,1.062,6.3883,122.88,1.3372,1.5074,0.732,1.0296,0.6679
2015-12-02,16.588,1.0573,6.3883,123.52,1.3357,1.4927,0.7309,1.0274,0.6629
2015-12-03,16.718,1.0902,6.3883,123.06,1.3393,1.5088,0.731,0.9996,0.6633
2015-12-04,16.6555,1.0884,6.3883,123.1,1.3364,1.51,0.7346,0.9986,0.6755
2015-12-07,16.9,1.084,6.4081,123.31,1.3508,1.5076,0.7268,1.0026,0.6648
2015-12-08,17.0245,1.0876,6.4162,123.0,1.3594,1.5,0.7211,0.994,0.6636
2015-12-09,17.0505,1.0984,6.427,121.86,1.3595,1.5168,0.7204,0.9866,0.6629
2015-12-10,17.0945,1.0948,6.4363,121.44,1.3598,1.5176,0.7299,0.9888,0.6763
2015-12-11,17.357,1.1002,6.4538,120.94,1.3695,1.5213,0.7214,0.9828,0.6727
2015-12-14,17.358,1.1025,6.4588,120.57,1.3732,1.513,0.7258,0.9823,0.6778
2015-12-15,17.149,1.0911,6.46,121.66,1.3729,1.5044,0.7176,0.9921,0.6748
2015-12-16,17.18,1.0937,6.4723,121.88,1.3805,1.5013,0.7207,0.9852,0.6772
2015-12-17,17.119,1.0804,6.4822,122.75,1.397,1.4876,0.71,0.9987,0.6692
2015-12-18,16.993,1.0847,6.48,121.2,1.3876,1.4914,0.7197,0.994,0.6752
2015-12-21,17.164,1.092,6.4793,120.99,1.3989,1.4906,0.7172,0.9912,0.6769
2015-12-22,17.1855,1.0978,6.4778,120.94,1.3929,1.4811,0.7231,0.9866,0.6812
2015-12-23,17.1865,1.0875,6.4763,120.94,1.386,1.4863,0.7221,0.9938,0.6789
2015-12-24,17.276,1.0955,6.4758,120.32,1.3847,1.4943,0.7269,0.9872,0.6838
2015-12-28,17.261,1.0983,6.4778,120.3,1.3893,1.4883,0.7262,0.9878,0.6853
2015-12-29,17.2065,1.0916,6.4778,120.44,1.3848,1.4794,0.7293,0.9924,0.6872
2015-12-30,17.339,1.0912,6.4896,120.6,1.3883,1.4832,0.7284,0.989,0.6837
2015-12-31,17.195,1.0859,6.4778,120.27,1.3839,1.4746,0.7286,1.0017,0.6842
2016-01-04,17.36,1.0803,6.5338,119.3,1.397,1.4686,0.7166,1.0042,0.674
2016-01-05,17.3595,1.0743,6.5219,118.95,1.3991,1.4664,0.7151,1.0096,0.67
2016-01-06,17.436,1.0762,6.5554,118.54,1.4084,1.4626,0.707,1.0084,0.6642
2016-01-07,17.6525,1.086,6.5926,118.0,1.4061,1.4579,0.7025,1.0018,0.6653
2016-01-08,17.9145,1.0885,6.5932,117.74,1.415,1.4523,0.6976,0.9972,0.6559
2016-01-11,17.956,1.0878,6.5675,117.48,1.4203,1.4564,0.6992,1.0,0.6554
2016-01-12,17.923,1.0837,6.57,117.78,1.4293,1.4403,0.6975,1.003,0.6523
2016-01-13,17.8595,1.0862,6.57,118.06,1.4294,1.447,0.6996,1.0064,0.6559
2016-01-14,17.893,1.0862,6.5891,118.03,1.4374,1.4409,0.698,1.0072,0.647
2016-01-15,18.2475,1.0964,6.584,116.78,1.4531,1.4289,0.6864,0.9984,0.6431
2016-01-19,18.1845,1.0906,6.5783,117.66,1.4513,1.4171,0.6929,1.0032,0.6489
2016-01-20,18.5945,1.0908,6.5781,116.38,1.4592,1.4167,0.6855,1.0032,0.6389
2016-01-21,18.4655,1.0833,6.5794,117.61,1.4244,1.4198,0.7003,1.0112,0.6522
2016-01-22,18.45,1.0814,6.5788,118.37,1.4153,1.4308,0.7014,1.0148,0.6483
2016-01-25,18.56,1.0832,6.579,118.55,1.4248,1.4245,0.697,1.0148,0.6473
2016-01-26,18.475,1.0846,6.5814,118.5,1.4062,1.4342,0.7005,1.0189,0.6492
2016-01-27,18.378,1.0867,6.5773,118.9,1.404,1.4261,0.7074,1.0176,0.6527
2016-01-28,18.312,1.0952,6.5744,118.61,1.4077,1.4351,0.7085,1.0134,0.6477
2016-01-29,18.211,1.0832,6.5752,121.05,1.4074,1.4184,0.7071,1.0226,0.6469
2016-02-01,18.293,1.0888,6.5778,121.06,1.4005,1.4367,0.7084,1.0202,0.6512
2016-02-02,18.4895,1.0908,6.5795,120.27,1.4039,1.4399,0.7058,1.0181,0.6497
2016-02-03,18.393,1.1051,6.5765,117.92,1.3843,1.4576,0.7134,1.007,0.6659
2016-02-04,18.2255,1.1199,6.5638,116.75,1.3724,1.458,0.7216,0.9926,0.6729
2016-02-05,18.372,1.1131,6.571,116.99,1.3875,1.4468,0.7084,0.9938,0.6619
2016-02-08,18.6485,1.117,6.571,115.7,1.3921,1.4415,0.7103,0.9885,0.6637
2016-02-09,18.8627,1.13,6.571,114.8,1.386,1.4473,0.7065,0.972,0.6648
2016-02-10,18.847,1.1222,6.571,114.03,1.3969,1.4473,0.7089,0.9779,0.6655
2016-02-11,19.1925,1.1362,6.571,111.72,1.3933,1.4448,0.7096,0.9706,0.6682
2016-02-12,19.004,1.1235,6.571,112.96,1.3834,1.446,0.7098,0.9768,0.6628
2016-02-16,18.789,1.114,6.5154,113.9,1.3857,1.429,0.7103,0.9884,0.6565
2016-02-17,18.275,1.114,6.527,114.14,1.3682,1.4317,0.7168,0.9926,0.6628
2016-02-18,18.1705,1.1092,6.5163,113.62,1.3718,1.4333,0.715,0.994,0.6626
2016-02-19,18.272,1.1127,6.5202,112.42,1.3798,1.4343,0.7125,0.9893,0.6615
2016-02-22,18.019,1.1018,6.5197,113.12,1.3684,1.4157,0.7238,0.9986,0.672
2016-02-23,18.2,1.1016,6.5263,112.17,1.3791,1.404,0.7209,0.992,0.666
2016-02-24,18.227,1.1021,6.529,111.36,1.3765,1.3932,0.7177,0.986,0.6632
2016-02-25,18.1305,1.1026,6.532,112.7,1.3572,1.3937,0.7208,0.9894,0.6699
2016-02-26,18.185,1.0932,6.539,113.78,1.3546,1.3867,0.713,0.9967,0.6648
2016-02-29,18.0675,1.0868,6.5525,112.9,1.3522,1.3926,0.7152,0.996,0.6601
2016-03-01,17.9,1.0847,6.55,113.94,1.3404,1.3948,0.7172,0.9994,0.6619
2016-03-02,17.8415,1.0845,6.5499,113.81,1.3466,1.4059,0.7268,0.9981,0.6642
2016-03-03,17.9015,1.0948,6.5312,113.53,1.3405,1.4152,0.736,0.992,0.6746
2016-03-04,17.7575,1.101,6.5064,113.91,1.3337,1.4226,0.7425,0.9926,0.6799
2016-03-07,17.737,1.1004,6.5155,113.6,1.33,1.4256,0.7467,0.9969,0.6801
2016-03-08,17.921,1.1028,6.5044,112.58,1.3388,1.4225,0.7451,0.9939,0.677
2016-03-09,17.7045,1.1022,6.5105,113.06,1.3233,1.4236,0.7528,0.9957,0.6809
2016-03-10,17.8955,1.1162,6.507,113.1,1.3372,1.4306,0.7444,0.9857,0.6667
2016-03-11,17.6905,1.118,6.494,113.66,1.3211,1.4426,0.7572,0.9813,0.6763
2016-03-14,17.777,1.1107,6.4984,113.59,1.3291,1.4324,0.7515,0.986,0.669
2016-03-15,17.9245,1.1112,6.511,112.88,1.3355,1.4166,0.7465,0.9852,0.6614
2016-03-16,17.9405,1.1075,6.5189,113.69,1.3364,1.41,0.7435,0.9879,0.6601
2016-03-17,17.392,1.1316,6.4745,111.3,1.2982,1.449,0.7637,0.968,0.6835
2016-03-18,17.295,1.1292,6.4682,111.38,1.298,1.4514,0.7618,0.9682,0.6812
2016-03-21,17.39,1.126,6.4812,111.62,1.3067,1.4402,0.7594,0.9678,0.6764
2016-03-22,17.33,1.1228,6.4876,111.82,1.3051,1.4217,0.7625,0.9705,0.676
2016-03-23,17.52,1.1174,6.5035,112.63,1.3199,1.4111,0.7533,0.9731,0.6702
2016-03-24,17.626,1.1163,6.5124,112.64,1.327,1.4143,0.7516,0.9766,0.6695
2016-03-25,17.5425,1.1164,6.5131,113.05,1.3264,1.4131,0.7518,0.978,0.6685
2016-03-28,17.4535,1.121,6.5051,113.29,1.3184,1.425,0.7549,0.9732,0.6729
2016-03-29,17.4885,1.1204,6.5063,113.33,1.3153,1.4281,0.7567,0.9744,0.6803
2016-03-30,17.255,1.133,6.4648,112.6,1.2962,1.439,0.7667,0.9636,0.6914
2016-03-31,17.214,1.139,6.448,112.42,1.2969,1.4381,0.7677,0.9583,0.6926
2016-04-01,17.3205,1.1385,6.4776,112.06,1.3047,1.4204,0.7672,0.9588,0.6899
2016-04-04,17.4575,1.1386,6.4776,111.18,1.3037,1.4279,0.7614,0.9597,0.6852
2016-04-05,17.748,1.1374,6.476,110.26,1.3175,1.4149,0.7519,0.9572,0.6787
2016-04-06,17.6655,1.143,6.478,109.63,1.3073,1.4162,0.7613,0.9537,0.684
2016-04-07,17.9125,1.1386,6.4599,107.98,1.3163,1.4082,0.7504,0.9552,0.6774
2016-04-08,17.76,1.1406,6.4628,108.36,1.2994,1.4105,0.7554,0.9536,0.6815
2016-04-11,17.6385,1.1412,6.458,107.96,1.2912,1.424,0.7599,0.9538,0.686
2016-04-12,17.5155,1.1395,6.4639,108.54,1.28,1.4244,0.7659,0.9546,0.6902
2016-04-13,17.4905,1.1281,6.4768,109.21,1.2789,1.4223,0.7649,0.9651,0.6916
2016-04-14,17.367,1.1262,6.481,109.2,1.2835,1.4148,0.7705,0.9667,0.6866
2016-04-15,17.558,1.1295,6.473,108.76,1.2857,1.4217,0.7717,0.967,0.6913
2016-04-18,17.4515,1.1322,6.4717,108.85,1.2815,1.4276,0.7746,0.9636,0.6946
2016-04-19,17.2935,1.1375,6.4571,109.16,1.2654,1.4396,0.7806,0.9599,0.7034
2016-04-20,17.259,1.133,6.4675,109.51,1.2623,1.4375,0.7817,0.9671,0.6997
2016-04-21,17.415,1.1301,6.481,109.41,1.2713,1.4338,0.7758,0.9722,0.6924
2016-04-22,17.444,1.1239,6.5004,111.5,1.2672,1.439,0.7713,0.9774,0.6854
2016-04-25,17.601,1.1274,6.49,111.08,1.2678,1.4492,0.7717,0.9742,0.6856
2016-04-26,17.386,1.1318,6.4905,111.23,1.2614,1.4611,0.7741,0.9713,0.6895
2016-04-27,17.379,1.1322,6.494,111.26,1.2637,1.4554,0.7594,0.971,0.6851
2016-04-28,17.2175,1.1325,6.4735,108.55,1.2544,1.4581,0.7635,0.9687,0.6969
2016-04-29,17.19,1.1441,6.4738,106.9,1.2549,1.4625,0.7612,0.9598,0.6984
2016-05-02,17.2425,1.1516,6.4738,106.48,1.2544,1.4666,0.7641,0.9556,0.7009
2016-05-03,17.5415,1.1508,6.49,106.34,1.2686,1.4543,0.7492,0.9541,0.6925
2016-05-04,17.705,1.1486,6.4945,107.12,1.2882,1.4475,0.7454,0.9574,0.6874
2016-05-05,17.785,1.1404,6.5032,107.32,1.2855,1.4486,0.7465,0.9686,0.6894
2016-05-06,17.9155,1.1421,6.497,106.66,1.292,1.4439,0.7358,0.9697,0.6843
2016-05-09,18.1325,1.1402,6.514,108.39,1.2994,1.4409,0.7323,0.9698,0.6778
2016-05-10,18.0095,1.1386,6.515,109.22,1.2957,1.4454,0.7351,0.9746,0.6746
2016-05-11,17.9265,1.1444,6.491,108.48,1.2834,1.448,0.7398,0.9699,0.6845
2016-05-12,18.0345,1.138,6.514,108.73,1.2857,1.4452,0.7314,0.9693,0.6816
2016-05-13,18.147,1.1294,6.5285,109.14,1.2939,1.4369,0.7273,0.9756,0.6781
2016-05-16,18.216,1.1328,6.5184,108.89,1.2886,1.4411,0.73,0.9772,0.6805
2016-05-17,18.285,1.1337,6.517,109.02,1.2884,1.4485,0.7352,0.9761,0.684
2016-05-18,18.3375,1.1276,6.537,109.65,1.2924,1.4615,0.7285,0.9822,0.6782
2016-05-19,18.546,1.1214,6.544,109.81,1.3114,1.4608,0.7213,0.9894,0.6748
2016-05-20,18.377,1.1207,6.5485,110.52,1.3136,1.4513,0.7215,0.992,0.676
2016-05-23,18.471,1.1192,6.5533,109.47,1.3155,1.4444,0.7203,0.9919,0.6754
2016-05-24,18.4435,1.1145,6.5552,110.0,1.3117,1.4623,0.7184,0.993,0.6738
2016-05-25,18.45,1.1154,6.5538,110.22,1.3089,1.4694,0.7186,0.9908,0.6752
2016-05-26,18.45,1.1184,6.554,109.74,1.298,1.4673,0.7227,0.9898,0.6752
2016-05-27,18.428,1.114,6.5615,109.86,1.3001,1.4644,0.7205,0.9916,0.6729
2016-05-31,18.413,1.1135,6.5798,110.75,1.3097,1.453,0.7242,0.9934,0.6769
2016-06-01,18.5475,1.1165,6.5748,109.55,1.3089,1.4395,0.7242,0.9892,0.6807
2016-06-02,18.632,1.1157,6.5815,108.75,1.308,1.4419,0.7225,0.9902,0.6815
2016-06-03,18.612,1.133,6.5638,106.88,1.2947,1.4521,0.7339,0.9781,0.6942
2016-06-06,18.614,1.1354,6.5611,107.33,1.2856,1.445,0.7362,0.972,0.6931
2016-06-07,18.436,1.135,6.571,107.3,1.2788,1.4564,0.7452,0.9663,0.6981
2016-06-08,18.125,1.14,6.56,106.68,1.2694,1.4546,0.7479,0.9594,0.7024
2016-06-09,18.2885,1.1329,6.559,106.54,1.2728,1.4467,0.7431,0.9639,0.7133
2016-06-10,18.526,1.1281,6.559,107.06,1.2734,1.4342,0.7395,0.9632,0.7069
2016-06-13,18.8145,1.1282,6.5823,106.07,1.2791,1.4223,0.7394,0.9662,0.7064
2016-06-14,18.9785,1.1206,6.593,106.02,1.2833,1.413,0.736,0.964,0.7003
2016-06-15,18.863,1.1239,6.5785,105.87,1.2912,1.4185,0.7404,0.9647,0.7028
2016-06-16,18.9875,1.1158,6.5899,104.05,1.3039,1.4075,0.7312,0.9662,0.6996
2016-06-17,18.8615,1.1256,6.5849,104.2,1.2875,1.4285,0.7385,0.961,0.7056
2016-06-20,18.666,1.1318,6.5768,104.32,1.2807,1.4688,0.7458,0.9616,0.7109
2016-06-21,18.655,1.1262,6.5893,104.56,1.2817,1.4668,0.7461,0.9596,0.7138
2016-06-22,18.53,1.1286,6.575,104.56,1.282,1.4682,0.7491,0.9584,0.7165
2016-06-23,18.301,1.1373,6.574,105.9,1.2749,1.48,0.7598,0.9566,0.7242
2016-06-24,18.8545,1.1126,6.615,102.26,1.2948,1.3639,0.7451,0.9702,0.7109
2016-06-27,19.152,1.1024,6.6481,101.66,1.3076,1.3217,0.7357,0.9787,0.702
2016-06-28,18.91,1.1054,6.645,102.71,1.3086,1.3294,0.7353,0.9812,0.7031
2016-06-29,18.5355,1.1117,6.635,102.68,1.299,1.351,0.7444,0.9794,0.7121
2016-06-30,18.4935,1.1032,6.6459,102.77,1.301,1.3242,0.7432,0.9792,0.712
2016-07-01,18.393,1.1145,6.6547,102.55,1.2897,1.3281,0.7485,0.973,0.7167
2016-07-05,18.7805,1.108,6.677,101.58,1.295,1.3021,0.7456,0.9768,0.7147
2016-07-06,18.7535,1.1077,6.69,101.12,1.3003,1.2921,0.7511,0.9778,0.713
2016-07-07,18.8785,1.1065,6.679,100.74,1.2984,1.2926,0.7488,0.9781,0.7213
2016-07-08,18.5615,1.1038,6.6878,100.65,1.3072,1.2938,0.7559,0.9843,0.7293
2016-07-11,18.4915,1.1045,6.6917,102.66,1.3125,1.2986,0.7534,0.983,0.7222
2016-07-12,18.2935,1.1074,6.686,104.72,1.3016,1.3237,0.7631,0.9869,0.7304
2016-07-13,18.402,1.1112,6.6832,104.1,1.2962,1.318,0.7624,0.9834,0.7303
2016-07-14,18.324,1.1109,6.6801,105.4,1.2916,1.3332,0.7632,0.9806,0.7199
2016-07-15,18.519,1.1059,6.6865,105.64,1.2978,1.3194,0.7587,0.9834,0.7133
2016-07-18,18.48,1.1076,6.7013,106.0,1.2984,1.3279,0.7597,0.9822,0.7117
2016-07-19,18.5355,1.1014,6.6931,106.13,1.3027,1.3123,0.7496,0.985,0.7049
2016-07-20,18.582,1.1007,6.676,106.65,1.3037,1.3179,0.7486,0.9872,0.7033
2016-07-21,18.615,1.1016,6.6735,105.98,1.3056,1.3216,0.7497,0.9869,0.6989
2016-07-22,18.614,1.0968,6.676,106.22,1.3178,1.3091,0.7453,0.9888,0.699
2016-07-25,18.756,1.098,6.6783,106.02,1.3224,1.313,0.7458,0.9869,0.6981
2016-07-26,18.7902,1.0984,6.669,104.83,1.3207,1.3133,0.7516,0.9924,0.7038
2016-07-27,18.8715,1.0988,6.668,105.65,1.3221,1.3094,0.746,0.9936,0.7042
2016-07-28,18.9085,1.1094,6.6538,104.86,1.317,1.3151,0.7511,0.9806,0.7075
2016-07-29,18.761,1.1168,6.6371,102.32,1.304,1.327,0.7599,0.969,0.7216
2016-08-01,18.8325,1.1176,6.6421,102.26,1.3096,1.3209,0.7567,0.9671,0.7196
2016-08-02,18.915,1.1225,6.6239,100.82,1.3087,1.3326,0.7611,0.9643,0.7235
2016-08-03,18.9005,1.117,6.632,101.34,1.3078,1.3335,0.7592,0.9716,0.7163
2016-08-04,18.845,1.1134,6.6388,101.08,1.3025,1.3143,0.7637,0.9738,0.7195
2016-08-05,18.8685,1.108,6.653,101.74,1.3179,1.3069,0.7615,0.9796,0.7138
2016-08-08,18.5785,1.1078,6.6597,102.53,1.3162,1.3042,0.7656,0.9838,0.7139
2016-08-09,18.38,1.111,6.653,101.96,1.3116,1.301,0.7677,0.9826,0.7178
2016-08-10,18.351,1.1171,6.6345,101.27,1.3059,1.2998,0.7717,0.9759,0.722
2016-08-11,18.264,1.1168,6.6274,101.46,1.3004,1.296,0.771,0.9722,0.7242
2016-08-12,18.25,1.1172,6.6324,101.01,1.2943,1.2934,0.7669,0.9738,0.7215
2016-08-15,18.045,1.1199,6.637,101.02,1.2922,1.2874,0.7687,0.9714,0.7219
2016-08-16,17.975,1.1277,6.624,100.28,1.2861,1.3019,0.7697,0.9622,0.7266
2016-08-17,18.2765,1.1263,6.6328,100.24,1.2885,1.3012,0.7619,0.964,0.7219
2016-08-18,18.0575,1.1334,6.6297,100.07,1.2777,1.3147,0.7684,0.9576,0.7292
2016-08-19,18.2525,1.1326,6.6515,100.24,1.2878,1.3061,0.762,0.9594,0.7268
2016-08-22,18.3165,1.1314,6.6475,100.25,1.2942,1.3133,0.7629,0.9625,0.7278
2016-08-23,18.373,1.1308,6.6378,100.2,1.2904,1.3179,0.7632,0.9622,0.7307
2016-08-24,18.4955,1.1256,6.6562,100.5,1.2939,1.3236,0.7605,0.9673,0.7307
2016-08-25,18.4385,1.1274,6.656,100.58,1.2934,1.3177,0.7611,0.9684,0.7297
2016-08-26,18.295,1.1237,6.669,101.2,1.2944,1.3168,0.7614,0.9718,0.7302
2016-08-29,18.5625,1.1182,6.6775,102.13,1.3018,1.3089,0.7576,0.978,0.7254
2016-08-30,18.785,1.115,6.6778,102.92,1.3075,1.3084,0.7516,0.9822,0.7222
2016-08-31,18.849,1.1146,6.6776,103.38,1.3122,1.3129,0.7519,0.983,0.7257
2016-09-01,18.826,1.1194,6.6713,103.22,1.3107,1.3273,0.7542,0.9792,0.7282
2016-09-02,18.644,1.1158,6.679,104.18,1.2998,1.3299,0.7557,0.9804,0.7286
2016-09-06,18.3385,1.1237,6.6722,102.28,1.2843,1.3429,0.7674,0.9718,0.7407
2016-09-07,18.3505,1.1238,6.66,101.72,1.2895,1.3339,0.7675,0.9702,0.7451
2016-09-08,18.61,1.1256,6.664,102.28,1.291,1.3301,0.7666,0.9726,0.7406
2016-09-09,18.8395,1.1214,6.6778,102.86,1.3034,1.3257,0.7549,0.977,0.7336
2016-09-12,19.0705,1.123,6.6788,101.96,1.3076,1.3313,0.7526,0.9736,0.7321
2016-09-13,19.1651,1.1242,6.6782,102.14,1.3167,1.3184,0.747,0.974,0.7262
2016-09-14,19.2075,1.1271,6.6707,102.33,1.3187,1.3204,0.7485,0.9708,0.7304
2016-09-15,19.2425,1.1246,6.6707,102.24,1.3145,1.3215,0.7512,0.9714,0.7308
2016-09-16,19.6645,1.116,6.6707,102.36,1.3212,1.309,0.7489,0.9794,0.7271
2016-09-19,19.6205,1.1179,6.665,101.82,1.318,1.3051,0.756,0.9798,0.7317
2016-09-20,19.8485,1.1172,6.67,101.66,1.3228,1.2974,0.7552,0.9781,0.7323
2016-09-21,19.8425,1.1165,6.6695,100.62,1.3186,1.2978,0.7589,0.9758,0.7328
2016-09-22,19.555,1.1229,6.663,100.8,1.3036,1.3092,0.7644,0.9678,0.7315
2016-09-23,19.736,1.1223,6.669,101.04,1.3163,1.2959,0.7621,0.9702,0.7235
2016-09-26,19.8605,1.127,6.6683,100.34,1.3196,1.2978,0.7642,0.9668,0.728
2016-09-27,19.465,1.1208,6.6691,100.36,1.3247,1.3005,0.7658,0.9718,0.7294
2016-09-28,19.512,1.12,6.673,100.57,1.3237,1.2996,0.7659,0.9724,0.7254
2016-09-29,19.3825,1.1244,6.665,101.48,1.3101,1.2991,0.7676,0.9655,0.7285
2016-09-30,19.3355,1.1238,6.6685,101.21,1.3115,1.3015,0.7667,0.9694,0.729
2016-10-03,19.335,1.121,6.6685,101.54,1.3138,1.284,0.7664,0.974,0.7263
2016-10-04,19.236,1.1212,6.6685,102.66,1.3171,1.2746,0.7644,0.978,0.7246
2016-10-05,19.2455,1.1196,6.6685,103.53,1.3177,1.2745,0.7618,0.977,0.7173
2016-10-06,19.232,1.1158,6.6685,104.02,1.3209,1.2647,0.758,0.9798,0.7161
2016-10-07,19.3325,1.1156,6.6685,103.42,1.3306,1.2434,0.7556,0.9806,0.7119
2016-10-11,18.9685,1.1062,6.719,103.36,1.3235,1.2218,0.7545,0.9878,0.7067
2016-10-12,18.999,1.1014,6.718,104.48,1.3277,1.2195,0.7553,0.9902,0.7048
2016-10-13,19.044,1.1038,6.7248,103.62,1.3219,1.2201,0.7558,0.987,0.7081
2016-10-14,19.0475,1.0985,6.7277,104.1,1.3169,1.2189,0.761,0.9902,0.7087
2016-10-17,18.885,1.1,6.735,103.96,1.3135,1.2186,0.7626,0.988,0.7134
2016-10-18,18.6575,1.0997,6.7401,103.8,1.3105,1.231,0.7679,0.9886,0.7218
2016-10-19,18.5605,1.0966,6.737,103.3,1.3105,1.2279,0.7715,0.9894,0.7223
2016-10-20,18.591,1.0934,6.7439,103.92,1.3197,1.2256,0.764,0.9916,0.7203
2016-10-21,18.6315,1.0866,6.7654,103.96,1.3324,1.221,0.7597,0.9951,0.7154
2016-10-24,18.5835,1.0888,6.7728,104.2,1.3387,1.2204,0.7603,0.992,0.7133
2016-10-25,18.485,1.089,6.778,104.25,1.3333,1.2164,0.7652,0.994,0.7168
2016-10-26,18.668,1.0916,6.7706,104.42,1.3361,1.2234,0.7657,0.9927,0.7156
2016-10-27,18.814,1.0904,6.7819,105.14,1.3385,1.2173,0.7606,0.994,0.7123
2016-10-28,18.717,1.0934,6.776,105.4,1.3383,1.2155,0.7578,0.9932,0.7144
2016-10-31,18.79,1.0962,6.7735,105.07,1.3403,1.2212,0.7611,0.989,0.7156
2016-11-01,19.1,1.1042,6.763,104.59,1.3377,1.2218,0.7659,0.979,0.7176
2016-11-02,19.3905,1.1119,6.7606,103.22,1.3387,1.2315,0.7667,0.9701,0.7296
2016-11-03,19.2255,1.1094,6.7612,103.17,1.3384,1.2454,0.7681,0.9746,0.7322
2016-11-04,19.118,1.1121,6.7534,103.02,1.3413,1.2546,0.7669,0.9682,0.7311
2016-11-07,18.6365,1.1038,6.774,104.6,1.338,1.2403,0.77,0.9758,0.7324
2016-11-08,18.435,1.1034,6.784,104.98,1.3335,1.2372,0.7733,0.9757,0.7355
2016-11-09,19.7745,1.0952,6.7769,104.84,1.3406,1.2474,0.7674,0.9812,0.7302
2016-11-10,20.4935,1.0882,6.7987,106.56,1.3474,1.2523,0.759,0.9878,0.7202
2016-11-14,20.8415,1.0723,6.8447,108.3,1.3581,1.2469,0.7532,0.9978,0.7085
2016-11-15,20.345,1.0726,6.8556,108.94,1.3468,1.2422,0.754,1.0015,0.7095
2016-11-16,20.272,1.0699,6.877,109.16,1.3415,1.245,0.7492,1.0019,0.7079
2016-11-17,20.1845,1.0656,6.8674,109.64,1.3429,1.245,0.7455,1.0048,0.7058
